id,posto_id,tipo,valor,created_at,updated_at
569,182,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:54+00
1037,173,GASOLINA COMUM,"R$ 3,98",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
559,101,GASOLINA ADITIVADA,"R$ 4,24",2020-05-21 18:31:03+00,2020-06-19 10:36:54+00
1038,176,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
681,168,ETANOL,"R$ 2,99",2020-05-28 16:20:51+00,2020-06-11 00:46:48+00
1039,230,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
528,123,GASOLINA ADITIVADA,"R$ 4,24",2020-05-21 18:31:03+00,2020-06-19 10:36:54+00
72,5,ETANOL,"R$ 3,18",2020-05-13 12:06:29+00,2020-07-13 00:21:48+00
1040,224,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
1041,161,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
574,124,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:04+00,2020-06-19 10:36:55+00
575,196,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:04+00,2020-06-19 10:36:54+00
560,174,GASOLINA COMUM,"R$ 3,45",2020-05-21 21:31:03+00,2020-05-21 21:31:03+00
806,249,OLEO DIESEL BS 10 COMUM BICO,"R$ 2,80",2020-06-02 12:56:48+00,2020-06-15 10:16:49+00
561,103,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:55+00
545,102,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:54+00
568,103,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:55+00
724,205,GASOLINA COMUM,"R$ 4,26",2020-05-28 17:27:30+00,2020-06-19 10:36:54+00
542,192,GASOLINA ADITIVADA,"R$ 3,94",2020-05-21 21:31:03+00,2020-06-11 00:41:56+00
572,147,GASOLINA COMUM,"R$ 3,45",2020-05-21 21:31:03+00,2020-05-21 21:31:03+00
547,111,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:54+00
1042,160,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
1043,244,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
213,1,DIESEL S 1 0 BICO,"R$ 3,17",2020-05-13 12:07:14+00,2020-07-01 00:31:55+00
720,146,GASOLINA COMUM,"R$ 4,26",2020-05-28 17:27:29+00,2020-06-19 10:36:54+00
580,175,GASOLINA COMUM,"R$ 3,45",2020-05-21 21:31:04+00,2020-05-21 21:31:04+00
522,189,GASOLINA COMUM,"R$ 4,26",2020-05-21 21:31:02+00,2020-06-15 10:36:54+00
1044,210,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
549,193,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:55+00
615,204,ETANOL,"R$ 3,06",2020-05-28 13:20:50+00,2020-06-19 10:46:47+00
362,85,DIESEL S,"R$ 3,16",2020-05-19 19:31:06+00,2020-07-13 00:31:49+00
157,50,ETANOL,"R$ 3,37",2020-05-14 12:06:30+00,2020-07-05 00:21:51+00
544,122,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:54+00
1053,221,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
555,106,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:54+00
799,138,GASOLINA ADITIVADA,"R$ 4,26",2020-06-02 12:41:54+00,2020-06-15 10:36:54+00
578,121,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:04+00,2020-06-19 10:36:55+00
1045,251,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
496,166,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:54+00
525,183,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:54+00
928,274,GASOLINA COMUM,"R$ 4,22",2020-06-03 21:21:38+00,2020-07-12 03:21:34+00
750,235,GNV,"R$ 3,20",2020-05-28 12:17:48+00,2020-06-29 14:00:18+00
536,115,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:54+00
1046,159,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
562,102,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:55+00
1047,162,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
508,185,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:55+00
557,136,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:55+00
521,188,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:55+00
585,195,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:04+00,2020-06-19 10:36:55+00
1078,228,ETANOL,"R$ 3,14",2020-06-10 21:46:48+00,2020-06-19 10:46:47+00
618,101,ETANOL,"R$ 3,24",2020-05-28 13:20:50+00,2020-06-19 10:46:47+00
565,116,GASOLINA COMUM,"R$ 4,26",2020-05-21 21:31:03+00,2020-06-15 10:36:54+00
593,120,GNV,"R$ 2,72",2020-05-21 09:31:04+00,2020-06-30 14:00:10+00
592,132,GNV,"R$ 2,72",2020-05-21 09:31:04+00,2020-06-30 14:00:10+00
588,153,GNV,"R$ 2,75",2020-05-21 09:31:04+00,2020-06-30 14:00:10+00
589,197,GNV,"R$ 2,79",2020-05-21 09:31:04+00,2020-06-30 14:00:10+00
439,137,DIESEL BS,"R$ 3,06",2020-05-21 18:31:00+00,2020-06-27 10:16:50+00
221,68,DIESEL S10 BICO,"R$ 3,24",2020-05-14 03:07:14+00,2020-07-13 00:31:50+00
590,198,GNV,"R$ 2,79",2020-05-21 09:31:04+00,2020-06-30 14:00:10+00
591,199,GNV,"R$ 2,79",2020-05-21 09:31:04+00,2020-06-30 14:00:10+00
1048,203,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
431,130,DIESEL S 1 0 BICO,"R$ 3,08",2020-05-21 18:31:00+00,2020-06-27 10:16:50+00
419,118,DIESEL S,"R$ 3,09",2020-05-21 18:31:00+00,2020-06-27 10:16:51+00
1049,151,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
1050,310,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
1051,253,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
1052,163,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
1054,239,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
1055,219,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
1056,243,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
616,99,ETANOL,"R$ 3,24",2020-05-28 13:20:50+00,2020-06-19 10:46:47+00
594,122,GNV,"R$ 2,87",2020-05-21 09:31:04+00,2020-06-30 14:00:10+00
375,76,DIESEL S 10 BICO,"R$ 3,25",2020-05-21 00:00:29+00,2020-07-07 00:31:54+00
194,15,DIESEL BS,"R$ 3,24",2020-05-13 18:07:14+00,2020-07-13 00:31:50+00
206,31,OLEO DIESEL S10 COMUM,"R$ 3,24",2020-05-13 12:07:14+00,2020-07-13 00:31:50+00
1075,310,ETANOL,"R$ 3,07",2020-06-11 00:46:48+00,2020-06-11 00:46:48+00
1077,314,ETANOL,"R$ 3,10",2020-06-11 00:46:48+00,2020-06-11 00:46:48+00
1076,227,ETANOL,"R$ 3,19",2020-06-11 00:46:48+00,2020-06-11 00:46:48+00
1079,110,ETANOL,"R$ 3,20",2020-06-11 00:46:48+00,2020-06-11 00:46:48+00
1080,131,ETANOL,"R$ 3,20",2020-06-11 00:46:48+00,2020-06-11 00:46:48+00
630,134,ETANOL,"R$ 3,26",2020-05-28 13:20:50+00,2020-06-19 10:46:47+00
663,182,ETANOL,"R$ 3,26",2020-05-28 13:20:51+00,2020-06-19 10:46:47+00
247,50,OLEO DIESEL B S,"R$ 3,25",2020-05-15 06:07:15+00,2020-07-12 00:31:48+00
381,63,GASOLINA COMUM,"R$ 4,23",2020-05-21 06:00:32+00,2020-07-12 00:11:57+00
611,192,ETANOL,"R$ 3,24",2020-05-28 13:20:50+00,2020-06-19 10:46:47+00
579,107,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:04+00,2020-06-19 10:36:55+00
808,208,GASOLINA COMUM,"R$ 4,26",2020-06-03 09:41:58+00,2020-06-19 10:36:55+00
539,179,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:54+00
490,114,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:55+00
898,272,ETANOL,"R$ 3,18",2020-06-03 15:13:18+00,2020-07-12 03:13:16+00
526,188,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:54+00
112,67,ETANOL,"R$ 3,18",2020-05-13 09:06:30+00,2020-07-12 05:16:16+00
638,123,ETANOL,"R$ 3,24",2020-05-28 13:20:51+00,2020-06-19 10:46:47+00
762,192,GASOLINA COMUM,"R$ 4,24",2020-06-01 22:04:21+00,2020-06-19 10:36:53+00
530,184,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:54+00
554,116,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 21:31:03+00,2020-06-15 10:36:54+00
1067,231,ETANOL,"R$ 3,00",2020-06-11 00:46:48+00,2020-06-11 00:46:48+00
210,3,DIESEL S,"R$ 3,31",2020-05-14 06:07:14+00,2020-07-08 03:05:37+00
135,77,ETANOL,"R$ 3,26",2020-05-12 00:06:30+00,2020-07-13 00:21:50+00
582,143,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:04+00,2020-06-19 10:36:54+00
816,207,GASOLINA COMUM,"R$ 4,26",2020-06-04 09:42:07+00,2020-06-19 10:36:55+00
900,280,ETANOL,"R$ 3,18",2020-06-02 18:13:18+00,2020-07-12 05:16:16+00
581,143,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:04+00,2020-06-19 10:36:55+00
509,185,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:55+00
563,155,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:55+00
538,189,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 21:31:03+00,2020-06-15 10:36:54+00
422,121,OLEO DIESEL BS,"R$ 2,79",2020-05-21 21:31:00+00,2020-06-03 12:56:49+00
583,194,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:04+00,2020-06-19 10:36:55+00
1069,197,ETANOL,"R$ 3,00",2020-06-11 00:46:48+00,2020-06-11 00:46:48+00
570,112,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:55+00
1070,226,ETANOL,"R$ 3,00",2020-06-11 00:46:48+00,2020-06-11 00:46:48+00
68,3,ETANOL,"R$ 3,18",2020-05-12 00:06:29+00,2020-07-13 00:21:48+00
1071,225,ETANOL,"R$ 3,00",2020-06-11 00:46:48+00,2020-06-11 00:46:48+00
535,125,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:55+00
159,2,DIESEL COMUM BICO,"R$ 3,12",2020-05-13 09:07:14+00,2020-07-13 00:31:49+00
166,33,OLEO DIESEL B S,"R$ 3,12",2020-05-12 18:07:14+00,2020-07-13 00:31:49+00
673,186,ETANOL,"R$ 3,26",2020-05-28 13:20:51+00,2020-06-19 10:46:47+00
622,188,ETANOL,"R$ 3,26",2020-05-28 13:20:50+00,2020-06-19 10:46:47+00
1072,311,ETANOL,"R$ 3,00",2020-06-11 00:46:48+00,2020-06-11 00:46:48+00
1073,312,ETANOL,"R$ 3,00",2020-06-11 00:46:48+00,2020-06-11 00:46:48+00
906,274,ETANOL,"R$ 3,22",2020-06-03 21:13:18+00,2020-07-12 03:13:16+00
176,2,DIESEL S 5 0 0 BICO,"R$ 3,16",2020-05-14 06:07:14+00,2020-07-12 00:31:48+00
904,277,ETANOL,"R$ 3,26",2020-06-03 15:13:18+00,2020-07-12 03:13:16+00
729,135,GASOLINA COMUM,"R$ 4,26",2020-05-28 20:27:31+00,2020-06-15 10:36:54+00
813,202,GASOLINA COMUM,"R$ 3,96",2020-06-04 00:41:54+00,2020-06-11 00:41:56+00
910,278,GASOLINA COMUM,"R$ 4,26",2020-06-03 21:21:37+00,2020-07-12 03:21:34+00
1074,313,ETANOL,"R$ 3,06",2020-06-11 00:46:48+00,2020-06-11 00:46:48+00
171,39,OLEO DIESEL B S,"R$ 3,14",2020-05-13 09:07:14+00,2020-07-13 00:31:49+00
624,179,ETANOL,"R$ 3,26",2020-05-28 13:20:50+00,2020-06-19 10:46:47+00
861,265,ETANOL,"R$ 3,09",2020-06-05 00:46:52+00,2020-06-11 00:46:48+00
551,120,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 21:31:03+00,2020-06-15 10:36:54+00
1060,150,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
454,148,OLEO DIESEL S10 BICO,"R$ 2,90",2020-05-21 21:31:01+00,2020-06-15 10:16:49+00
796,246,OLEO DIESEL B S10 BICO,"R$ 3,19",2020-06-02 01:25:41+00,2020-06-12 10:16:50+00
656,102,ETANOL,"R$ 3,26",2020-05-28 13:20:51+00,2020-06-19 10:46:47+00
927,276,GASOLINA COMUM,"R$ 4,26",2020-06-03 21:21:38+00,2020-07-12 03:21:34+00
1131,88,DIESEL S,"R$ 3,19",2020-06-19 06:31:50+00,2020-07-08 00:31:53+00
930,277,GASOLINA COMUM,"R$ 4,26",2020-06-03 21:21:38+00,2020-07-12 03:21:34+00
1135,25,OLEO DIESEL S10 BICO,"R$ 3,19",2020-06-19 12:31:50+00,2020-07-08 00:31:53+00
633,199,ETANOL,"R$ 3,26",2020-05-28 13:20:51+00,2020-06-19 10:46:47+00
642,181,ETANOL,"R$ 3,26",2020-05-28 13:20:51+00,2020-06-19 10:46:47+00
922,275,GASOLINA COMUM,"R$ 4,29",2020-06-03 21:21:38+00,2020-07-12 03:21:34+00
636,183,ETANOL,"R$ 3,26",2020-05-28 13:20:51+00,2020-06-19 10:46:47+00
934,274,GASOLINA ADITIVADA,"R$ 4,70",2020-06-04 06:21:38+00,2020-07-12 03:21:35+00
222,40,OLEO DIESEL B S,"R$ 3,15",2020-05-13 09:07:15+00,2020-07-13 00:31:49+00
631,113,ETANOL,"R$ 3,26",2020-05-28 13:20:50+00,2020-06-19 10:46:47+00
1061,265,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
1062,245,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
1063,216,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
1064,108,GASOLINA ADITIVADA,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
1065,152,GASOLINA COMUM,"R$ 3,99",2020-06-11 00:41:57+00,2020-06-11 00:41:57+00
645,130,ETANOL,"R$ 3,26",2020-05-28 13:20:51+00,2020-06-19 10:46:47+00
246,84,DIESEL COMUM,"R$ 3,16",2020-05-13 09:07:15+00,2020-07-13 00:31:49+00
634,136,ETANOL,"R$ 3,26",2020-05-28 13:20:51+00,2020-06-19 10:46:47+00
664,122,ETANOL,"R$ 3,26",2020-05-28 13:20:51+00,2020-06-19 10:46:47+00
652,206,ETANOL,"R$ 3,26",2020-05-28 13:20:51+00,2020-06-19 10:46:47+00
667,103,ETANOL,"R$ 3,26",2020-05-28 13:20:51+00,2020-06-19 10:46:47+00
659,194,ETANOL,"R$ 3,26",2020-05-28 13:20:51+00,2020-06-19 10:46:47+00
621,195,ETANOL,"R$ 3,26",2020-05-28 13:20:50+00,2020-06-19 10:46:47+00
225,81,DIESEL,"R$ 3,17",2020-05-13 09:07:15+00,2020-07-13 00:31:50+00
227,35,OLEO DIESEL B S,"R$ 3,19",2020-05-12 15:07:15+00,2020-07-13 00:31:50+00
244,93,DIESEL B S500 BICO,"R$ 3,20",2020-05-13 09:07:15+00,2020-07-13 00:31:50+00
460,154,DIESEL S,"R$ 3,05",2020-05-21 15:31:01+00,2020-06-27 10:16:50+00
786,115,DIESEL BS,"R$ 3,09",2020-06-01 22:25:40+00,2020-06-27 10:16:50+00
407,106,DIESEL S,"R$ 3,09",2020-05-21 18:31:00+00,2020-06-27 10:16:50+00
433,132,DIESEL BS,"R$ 3,09",2020-05-21 18:31:00+00,2020-06-27 10:16:51+00
781,102,DIESEL BS,"R$ 3,09",2020-06-01 22:25:40+00,2020-06-27 10:16:51+00
417,116,DIESEL BS,"R$ 3,09",2020-05-21 18:31:00+00,2020-06-27 10:16:51+00
426,125,DIESEL BS,"R$ 3,09",2020-05-21 18:31:00+00,2020-06-27 10:16:51+00
459,153,DIESEL B S,"R$ 3,12",2020-05-21 15:31:01+00,2020-06-27 10:16:51+00
229,64,OLEO DIESEL B S10 BICO,"R$ 3,25",2020-05-13 12:07:15+00,2020-07-13 00:31:50+00
371,36,DIESEL S10 BICO,"R$ 3,25",2020-05-19 13:31:26+00,2020-07-13 00:31:50+00
186,34,OLEO DIESEL S10 BICO,"R$ 3,25",2020-05-13 15:07:14+00,2020-07-13 00:31:50+00
399,98,ONU 1202 OLEO DIESEL B S10 3 III,"R$ 2,88",2020-05-21 18:31:00+00,2020-06-27 10:16:50+00
519,105,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:55+00
814,254,ETANOL,"R$ 3,29",2020-06-04 00:46:49+00,2020-06-15 10:46:47+00
511,186,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:55+00
517,117,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:55+00
512,187,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:02+00,2020-06-19 10:36:55+00
772,240,ETANOL,"R$ 3,29",2020-06-02 01:22:57+00,2020-06-15 10:46:47+00
862,266,OLEO DIESEL S,"R$ 3,10",2020-06-04 00:05:33+00,2020-07-08 03:05:36+00
863,267,DIESEL COMUM,"R$ 3,12",2020-06-04 12:05:33+00,2020-07-08 03:05:36+00
787,97,OLEO DIESEL B S500 COMUM ONU1202 III CL3 GR,"R$ 2,89",2020-06-01 22:25:40+00,2020-06-27 10:16:50+00
864,268,DIESEL BS,"R$ 3,22",2020-06-04 12:05:33+00,2020-07-08 03:05:36+00
784,121,OLEO DIESEL B S500 COMUM,"R$ 2,99",2020-06-01 22:25:40+00,2020-06-27 10:16:50+00
412,111,DIESEL S 1 0 BICO,"R$ 3,08",2020-05-21 18:31:00+00,2020-06-27 10:16:50+00
881,270,OLEO DIESEL BS,"R$ 3,27",2020-06-04 12:05:33+00,2020-07-08 03:05:37+00
878,278,DIESEL S10 BICO,"R$ 3,37",2020-06-04 12:05:33+00,2020-07-08 03:05:37+00
436,134,OLEO DIESEL B S500 COMUM BICO,"R$ 3,16",2020-05-21 18:31:00+00,2020-06-27 10:16:51+00
447,143,OLEO DIESEL S10 BICO,"R$ 3,19",2020-05-21 18:31:01+00,2020-06-27 10:16:51+00
442,140,OLEO DIESEL S10 BICO,"R$ 3,22",2020-05-21 18:31:00+00,2020-06-27 10:16:51+00
1020,94,ETANOL,"R$ 2,49",2020-06-06 12:13:23+00,2020-07-12 05:16:16+00
732,180,GNV,"R$ 2,72",2020-05-28 09:17:47+00,2020-06-30 14:00:10+00
441,139,OLEO DIESEL B S500 ADITIVADO BICO,"R$ 3,22",2020-05-21 18:31:00+00,2020-06-27 10:16:51+00
785,204,DIESEL S10 ADITIVADO,"R$ 3,26",2020-06-01 22:25:40+00,2020-06-27 10:16:51+00
472,164,DIESEL S 1 0 BICO,"R$ 3,28",2020-05-21 18:31:01+00,2020-06-27 10:16:51+00
1139,216,DIESEL S10 ADITIVADO RENDMAX BICO,"R$ 3,29",2020-06-27 10:16:51+00,2020-06-27 10:16:51+00
731,211,GNV,"R$ 2,75",2020-05-28 09:17:47+00,2020-06-30 14:00:10+00
487,176,DIESEL S,"R$ 3,29",2020-05-21 18:31:02+00,2020-06-27 10:16:51+00
749,234,GNV,"R$ 3,00",2020-05-28 09:17:48+00,2020-06-30 14:00:10+00
548,193,GASOLINA COMUM,"R$ 4,26",2020-05-21 21:31:03+00,2020-06-15 10:36:54+00
721,204,GASOLINA COMUM,"R$ 4,26",2020-05-28 17:27:29+00,2020-06-19 10:36:54+00
253,5,GASOLINA COMUM,"R$ 4,18",2020-05-13 12:17:22+00,2020-07-13 00:11:52+00
260,2,GASOLINA COMUM,"R$ 4,20",2020-05-12 06:17:22+00,2020-07-13 00:11:52+00
612,196,ETANOL,"R$ 3,26",2020-05-28 13:20:50+00,2020-06-19 10:46:47+00
895,269,ETANOL,"R$ 3,16",2020-06-03 15:13:18+00,2020-07-12 03:13:16+00
387,81,GASOLINA ADITIVADA,"R$ 4,26",2020-05-20 09:00:32+00,2020-06-30 00:12:00+00
907,273,ETANOL,"R$ 3,16",2020-06-03 15:13:18+00,2020-07-12 03:13:16+00
896,279,ETANOL,"R$ 3,18",2020-06-03 15:13:18+00,2020-07-12 03:13:16+00
553,155,GASOLINA COMUM,"R$ 4,26",2020-05-21 18:31:03+00,2020-06-19 10:36:55+00
261,7,GASOLINA COMUM,"R$ 4,18",2020-05-13 12:17:22+00,2020-07-13 00:11:52+00
913,267,GASOLINA COMUM,"R$ 4,18",2020-06-03 21:21:37+00,2020-07-12 03:21:34+00
914,267,GASOLINA ADITIVADA,"R$ 4,18",2020-06-03 21:21:37+00,2020-07-12 03:21:34+00
917,272,GASOLINA COMUM,"R$ 4,18",2020-06-03 21:21:38+00,2020-07-12 03:21:34+00
915,279,GASOLINA COMUM,"R$ 4,18",2020-06-03 21:21:38+00,2020-07-12 03:21:34+00
1144,319,GNV,"R$ 3,00",2020-06-30 14:00:10+00,2020-06-30 14:00:10+00
916,272,GASOLINA ADITIVADA,"R$ 4,18",2020-06-03 21:21:38+00,2020-07-12 03:21:34+00
920,266,GASOLINA COMUM,"R$ 4,20",2020-06-03 21:21:38+00,2020-07-12 03:21:34+00
6,6,GASOLINA ADITIVADA,"R$ 4,23",2020-05-13 18:06:15+00,2020-07-12 03:21:34+00
929,277,GASOLINA ADITIVADA,"R$ 4,29",2020-06-03 21:21:38+00,2020-07-12 03:21:34+00
576,137,GASOLINA ADITIVADA,"R$ 4,26",2020-05-21 18:31:04+00,2020-06-19 10:36:55+00
5,5,GASOLINA ADITIVADA,"R$ 4,18",2020-05-13 12:06:15+00,2020-07-13 00:11:52+00
